SObject: SObject Name,SObjectField: SObjectField Name,type,isCustom
Contact,LeadSource,PICKLIST,0
Contact,Birthdate,DATE,0
Contact,Description,TEXTAREA,0
Contact,OwnerId,REFERENCE,0
Contact,HasOptedOutOfEmail,BOOLEAN,0
Contact,HasOptedOutOfFax,BOOLEAN,0
Contact,DoNotCall,BOOLEAN,0
Contact,CreatedDate,DATETIME,0
Contact,CreatedById,REFERENCE,0
Contact,LastModifiedDate,DATETIME,0
Contact,LastModifiedById,REFERENCE,0
Contact,SystemModstamp,DATETIME,0
Contact,LastActivityDate,DATE,0
Contact,LastCURequestDate,DATETIME,0
Contact,LastCUUpdateDate,DATETIME,0
Contact,LastViewedDate,DATETIME,0
Contact,LastReferencedDate,DATETIME,0
Contact,EmailBouncedReason,STRING,0
Contact,EmailBouncedDate,DATETIME,0
Contact,IsEmailBounced,BOOLEAN,0
Pricebook2,Name,STRING,0
Pricebook2,CreatedDate,DATETIME,0
Pricebook2,CreatedById,REFERENCE,0
Pricebook2,LastModifiedDate,DATETIME,0
Pricebook2,LastModifiedById,REFERENCE,0
Pricebook2,SystemModstamp,DATETIME,0
Pricebook2,LastViewedDate,DATETIME,0
Pricebook2,LastReferencedDate,DATETIME,0
Pricebook2,IsActive,BOOLEAN,0
Pricebook2,Description,STRING,0
Pricebook2,IsStandard,BOOLEAN,0
Idea,Id,ID,0
Idea,IsDeleted,BOOLEAN,0
Idea,Title,STRING,0
Idea,RecordTypeId,REFERENCE,0
Idea,CreatedDate,DATETIME,0
Idea,CreatedById,REFERENCE,0
Idea,LastModifiedDate,DATETIME,0
Idea,LastModifiedById,REFERENCE,0
Idea,SystemModstamp,DATETIME,0
Idea,LastViewedDate,DATETIME,0
Idea,LastReferencedDate,DATETIME,0
Idea,CommunityId,REFERENCE,0
Idea,Body,TEXTAREA,0
Idea,NumComments,INTEGER,0
Idea,VoteScore,DOUBLE,0
Idea,VoteTotal,DOUBLE,0
Idea,Categories,MULTIPICKLIST,0
Contact,PhotoUrl,URL,0
Contact,Jigsaw,STRING,0
Contact,JigsawContactId,STRING,0
Contact,CleanStatus,PICKLIST,0
Contact,Level__c,PICKLIST,0
Contact,Languages__c,STRING,0
Case,EngineeringReqNumber__c,STRING,0
Case,SLAViolation__c,PICKLIST,0
Case,Product__c,PICKLIST,0
Case,PotentialLiability__c,PICKLIST,0
Solution,Id,ID,0
Solution,IsDeleted,BOOLEAN,0
Solution,SolutionNumber,STRING,0
Solution,SolutionName,STRING,0
Solution,IsPublished,BOOLEAN,0
Solution,IsPublishedInPublicKb,BOOLEAN,0
Solution,Status,PICKLIST,0
Solution,IsReviewed,BOOLEAN,0
Solution,SolutionNote,TEXTAREA,0
Solution,OwnerId,REFERENCE,0
Solution,CreatedDate,DATETIME,0
Solution,CreatedById,REFERENCE,0
Solution,LastModifiedDate,DATETIME,0
Solution,LastModifiedById,REFERENCE,0
User,Id,ID,0
User,Username,STRING,0
Idea,Status,PICKLIST,0
Account,Id,ID,0
Account,IsDeleted,BOOLEAN,0
Account,MasterRecordId,REFERENCE,0
Account,Name,STRING,0
Account,Type,PICKLIST,0
Account,ParentId,REFERENCE,0
Account,BillingStreet,TEXTAREA,0
Opportunity,SystemModstamp,DATETIME,0
Opportunity,LastActivityDate,DATE,0
Opportunity,FiscalQuarter,INTEGER,0
Opportunity,FiscalYear,INTEGER,0
Opportunity,Fiscal,STRING,0
Opportunity,LastViewedDate,DATETIME,0
Opportunity,LastReferencedDate,DATETIME,0
Opportunity,ContractId,REFERENCE,0
Opportunity,HasOpenActivity,BOOLEAN,0
Opportunity,HasOverdueTask,BOOLEAN,0
Opportunity,DeliveryInstallationStatus__c,PICKLIST,0
Opportunity,TrackingNumber__c,STRING,0
Opportunity,OrderNumber__c,STRING,0
Opportunity,CurrentGenerators__c,STRING,0
Opportunity,MainCompetitors__c,STRING,0
PricebookEntry,Id,ID,0
PricebookEntry,Name,STRING,0
PricebookEntry,Pricebook2Id,REFERENCE,0
User,LastName,STRING,0
User,FirstName,STRING,0
User,Name,STRING,0
User,CompanyName,STRING,0
User,Division,STRING,0
User,Department,STRING,0
User,Title,STRING,0
User,Street,TEXTAREA,0
User,City,STRING,0
User,State,STRING,0
User,PostalCode,STRING,0
User,Country,STRING,0
User,Latitude,DOUBLE,0
User,Longitude,DOUBLE,0
User,GeocodeAccuracy,PICKLIST,0
User,Address,ADDRESS,0
User,Email,EMAIL,0
User,EmailPreferencesAutoBcc,BOOLEAN,0
User,EmailPreferencesAutoBccStayInTouch,BOOLEAN,0
User,EmailPreferencesStayInTouchReminder,BOOLEAN,0
User,SenderEmail,EMAIL,0
User,SenderName,STRING,0
User,Signature,STRING,0
User,StayInTouchSubject,STRING,0
User,StayInTouchSignature,STRING,0
User,StayInTouchNote,STRING,0
User,Phone,PHONE,0
PricebookEntry,Product2Id,REFERENCE,0
PricebookEntry,UnitPrice,CURRENCY,0
PricebookEntry,IsActive,BOOLEAN,0
PricebookEntry,UseStandardPrice,BOOLEAN,0
PricebookEntry,CreatedDate,DATETIME,0
PricebookEntry,CreatedById,REFERENCE,0
PricebookEntry,LastModifiedDate,DATETIME,0
PricebookEntry,LastModifiedById,REFERENCE,0
PricebookEntry,SystemModstamp,DATETIME,0
PricebookEntry,ProductCode,STRING,0
PricebookEntry,IsDeleted,BOOLEAN,0
Idea,LastCommentDate,DATETIME,0
Idea,LastCommentId,REFERENCE,0
Idea,ParentIdeaId,REFERENCE,0
Idea,IsHtml,BOOLEAN,0
Idea,IsMerged,BOOLEAN,0
Idea,AttachmentName,STRING,0
Idea,AttachmentContentType,PICKLIST,0
Idea,AttachmentLength,INTEGER,0
Idea,AttachmentBody,BASE64,0
Idea,CreatorFullPhotoUrl,STRING,0
Idea,CreatorSmallPhotoUrl,STRING,0
Idea,CreatorName,STRING,0
Goal,Id,ID,0
Goal,OwnerId,REFERENCE,0
Goal,IsDeleted,BOOLEAN,0
User,Fax,PHONE,0
User,MobilePhone,PHONE,0
User,Alias,STRING,0
User,CommunityNickname,STRING,0
User,BadgeText,STRING,0
User,IsActive,BOOLEAN,0
User,TimeZoneSidKey,PICKLIST,0
User,UserRoleId,REFERENCE,0
User,LocaleSidKey,PICKLIST,0
Order,Id,ID,0
Order,OwnerId,REFERENCE,0
Order,ContractId,REFERENCE,0
Order,AccountId,REFERENCE,0
Order,Pricebook2Id,REFERENCE,0
Order,OriginalOrderId,REFERENCE,0
Order,OpportunityId,REFERENCE,0
Order,EffectiveDate,DATE,0
Order,EndDate,DATE,0
Order,IsReductionOrder,BOOLEAN,0
Order,Status,PICKLIST,0
Order,Description,TEXTAREA,0
Order,CustomerAuthorizedById,REFERENCE,0
Order,CustomerAuthorizedDate,DATE,0
Order,CompanyAuthorizedById,REFERENCE,0
Order,CompanyAuthorizedDate,DATE,0
Goal,Name,STRING,0
Goal,CreatedDate,DATETIME,0
Account,BillingCity,STRING,0
Account,BillingState,STRING,0
Account,BillingPostalCode,STRING,0
Account,BillingCountry,STRING,0
Account,BillingLatitude,DOUBLE,0
Account,BillingLongitude,DOUBLE,0
Account,BillingGeocodeAccuracy,PICKLIST,0
Account,BillingAddress,ADDRESS,0
Account,ShippingStreet,TEXTAREA,0
Account,ShippingCity,STRING,0
Account,ShippingState,STRING,0
Account,ShippingPostalCode,STRING,0
Account,ShippingCountry,STRING,0
Account,ShippingLatitude,DOUBLE,0
Account,ShippingLongitude,DOUBLE,0
Account,ShippingGeocodeAccuracy,PICKLIST,0
Account,ShippingAddress,ADDRESS,0
Account,Phone,PHONE,0
Account,Fax,PHONE,0
Account,AccountNumber,STRING,0
Account,Website,URL,0
Account,PhotoUrl,URL,0
Account,Sic,STRING,0
,,,
,,,
SObject Export,,,
"Copyright (c) 2000-2016 salesforce.com, inc. All rights reserved.",,,
Confidential Information - Do Not Distribute,,,
Generated By:  Andrew Stanton  10/30/2016 6:03 AM,,,
DerpLerp,,,
